chap,text
Chapters 13–15 ,"Summary: Chapter 13  The Woodhouses and Knightleys are invited to the Westons’
for Christmas Eve dinner. Harriet and Mr. Elton are also included,
but Harriet comes down with a sore throat and is forced to miss
the gathering. Emma meets Mr. Elton while visiting Harriet and is pleased
by his attentions to her friend, but she remains puzzled that he
refuses her suggestion to skip the party since Harriet will not
be there. Mr. John Knightley witnesses the exchange and suggests
to Emma that Mr. Elton has feelings for her. Amused, Emma dismisses the
suggestion. When she and Mr. Elton travel to the gathering in the same
carriage, she is surprised that Mr. Elton’s concern for Harriet gives
way to cheerful anticipation of the evening ahead. Summary: Chapter 14  Entering the party, Emma attempts to put Mr. Elton’s strange
behavior out of her mind, but his constant hovering presence makes
her worry that Mr. John Knightley’s suggestion that Mr. Elton cares
for her may be correct. Meanwhile, Mr. Weston announces that Frank Churchill
is due to visit in early January. Emma feels some interest in this
news because she has half-seriously thought of Frank as a potential
suitor, though she does not anticipate giving up her vow to remain
single. Mrs. Weston confides to Emma that she has some anxiety about
meeting her stepson, and she fears Mrs. Churchill will prevent him
from coming. She and Emma speculate about the situation at Enscombe,
the Churchill estate, and Emma wonders why a young man should be
so dependent upon the impulses of his guardian. Summary: Chapter 15  Mr. Elton joins Emma in the drawing room and displeases
her by acting more concerned with her health than with Harriet’s.
John Knightley’s report that it has begun snowing leads to a small
crisis, and Mr. Woodhouse and Isabella are beside themselves with
worry about traveling the three-quarters of a mile home. Mr. Knightley assesses
the situation and reassures everyone that they will make it back
safely. 	In the confusion created by the party breaking up, Emma
finds herself alone in one of the carriages with Mr. Elton. He immediately declares
his love for her and proposes. Hoping that he is merely drunk, Emma
attempts to remind him that Harriet is the true object of his affections.
Astonished, Elton assures Emma that he has never been interested
in Harriet. Moreover, he is convinced that Emma has known of and
encouraged his sentiments. Emma sharply rebukes him and refuses
his proposal, and the two travel the remainder of the journey in
angry silence. Analysis: Chapters 13–15 Emma’s belief that she is different from others cannot
merely be attributed to her sense of superiority; it also results
from her ambition to make her life more interesting and more useful
than the limitations of village life seem to allow. Observing and
imagining the destinies of other lives exercises her intellect.
We might think of Emma as a kind of novelist creating plots for
the characters that people her world. In this sense, she may be
closer to Austen than her mistakes would lead us to believe. In
fact, Emma is somewhat prudish, afraid to consider marriage for
herself, despite her belief that “a good match” is the key to happiness
for her friends. Alert to what she believes are the subtleties of
flirtation between Harriet and Mr. Elton, she is incapable or unwilling
to see that she might be engaging in such social games herself. 	Emma’s confrontation with Mr. Elton is the novel’s first
major crisis. The true turning point is not Elton’s proposal, however,
but his accusation that Emma has known that she was the object of
his affections all along. He says, “I am sure you have seen and
understood me,” and for the first time in the novel Emma is at a
loss for words, fiercely angry. This is the first instance in which
Emma is implicated in the social interactions that she believed
she was manipulating from a position of control and detachment.
She has understood her own calculating behavior as beyond reproach,
in a sense invisible, and suddenly she is seen and placed within
the society from which she believed she has separated herself, forced
to realize that she has been lying to both Harriet and herself. "
Chapters 46–48 ,"Summary: Chapter 46  Mr. Weston arrives to escort Emma to see Mrs. Weston—clearly something
is amiss. Assured that Mrs. Weston is well, Emma’s first concern
is for Isabella’s family and for Mr. Knightley in London, but Mr.
Weston assures her that the news does not involve them. At Randalls,
Emma is greeted by Mrs. Weston, who explains that Frank has just
revealed that he and Jane have been secretly engaged. Emma is shocked,
embarrassed by the things she has said to Frank about Jane, and
concerned for Harriet’s feelings. 	Emma quickly relieves Mrs. Weston by assuring her that
she has no feelings for Frank. She is angry, however, about his
behavior toward her and Jane. Mrs. Weston defends her stepson, telling Emma
that there were misunderstandings between him and Jane and that
he will be writing her a letter detailing the extenuating circumstances.
Mr. Churchill has given his consent to the match, though he has
requested that it remain secret until more time has passed after
his wife’s death. Mr. Weston enters the room, and Emma assures him
that the news of Frank’s engagement has not caused her any pain. Summary: Chapter 47  
 	Emma is filled with concern for Harriet. She is angrier
at herself than she is at Frank, because she believes that she should
have discouraged Harriet’s attachment to him. Jane’s behavior since
her arrival in Highbury is also put into perspective. Emma realizes
that Jane has been avoiding her because she has seen her as a rival.
Emma dreads telling Harriet the news, but when Harriet arrives at
Hartfield she has already heard the story from Mr. Weston. Emma
is surprised at Harriet’s composure, and it turns out that Harriet
never cared for Frank; she has been harboring feelings for Mr. Knightley.
Harriet knows that Mr. Knightley is of higher rank than she, but
she affirms that Emma has given her hope that she may raise herself
enough to be acceptable to him. 	Emma makes a startling discovery—she herself is in love
with Mr. Knightley! She conceals her emotion from Harriet, asking
Harriet whether she has reason to believe that Knightley returns
her feelings. Harriet recounts a number of instances in which Knightley
has shown her special attention, many of which Emma’s memory corroborates.
When Harriet departs, Emma is left to reflect that she has been
wrong about everything, including her own heart. Now Knightley may
debase himself by marrying Harriet, and she has made it all possible. Summary: Chapter 48  Emma rethinks all of the events of the past months. She
realizes that it has always been important to her to be “first”
with Mr. Knightley and that he has always had special concern for
her, but she cannot believe he could return her feelings, especially
when he has just been so angry with her about her rudeness to Miss
Bates. She still believes she would not marry him, even if he asked,
because she cannot leave her father. She anticipates having the
opportunity to observe him and Harriet together. 	Mrs. Weston arrives to report that she has just visited
with Jane and that Jane admitted to having suffered a good deal
since entering into the secret engagement. She blames herself for
her misjudgment and acknowledges Emma’s kindness during her sickness.
Hearing this account, Emma again expresses anger at Frank’s behavior.
Mrs. Weston again defends him, though she has not yet received his explanatory
letter, but Emma is too distracted by her thoughts about Mr. Knightley
to pay attention. Emma regrets once more that she was not a better
friend to Jane, as Knightley had advised, and she reflects on how
desolate life will be without Knightley’s constant visits to Hartfield. "
Chapters 19–21 ,"Summary: Chapter 19  During a walk, Emma has little success turning Harriet’s
thoughts from Mr. Elton and therefore decides that they should call
on Mrs. and Miss Bates, a duty that Emma usually shuns. During their
visit, they are forced to hear about Mr. Elton and his travels,
and though Emma has tried to time her visit so as to avoid hearing
about Miss Bates’s niece, Jane Fairfax, Miss Bates produces a letter
from Jane, who lives with her guardians, Colonel and Mrs. Campbell.
The Campbells are about to visit their newly married daughter, Mrs. Dixon,
in Ireland, which means that Jane will be coming for an extended
visit in Highbury in a week’s time. Based on slight evidence, Emma
suspects that there has been a romance between Jane and the Campbells’
daughter’s husband, Mr. Dixon, and that this is the reason that
Jane is missing the trip to Ireland. Summary: Chapter 20  Jane’s history is given, starting from how, at age three,
she became an orphan after her father was killed in battle and her
mother died of consumption and grief. Jane lived with her aunt and
grandmother in Highbury until she was eight years old. Then, a friend
of her father’s, Colonel Campbell, took an interest in her well-being
and made her part of his household. He provided her with an education, but,
since he would be unable to give her an inheritance, it was understood
that when Jane came of age she would become a governess. Meanwhile,
Jane became dear to the Campbell family and enjoyed the pleasures
of elegant society in London. Her stay in Highbury constitutes her
last taste of freedom before becoming a governess. 	Jane arrives, and Emma greets the girl’s return after
two years’ absence with mixed feelings. She has never liked Jane,
for reasons she cannot fully explain (Mr. Knightley suggests to
her that she is jealous), but Jane’s beauty impresses her, and she
feels compassion for her impending fate. Soon the dullness of Jane’s
companions, along with Jane’s reserve, confirms Emma’s dislike.
Emma discovers that Jane has known Frank Churchill in Weymouth,
but Jane divulges little information about him. Summary: Chapter 21  Just as Mr. Knightley is about to give Emma some news,
the Bateses arrive with Jane to thank the Woodhouses for the hindquarter
of pork they have sent; they manage to precede Knightley in divulging that
Mr. Elton is to marry a Miss Hawkins. Emma is caught off guard,
and Mr. Knightley’s looks suggest he knows something of what has
transpired between them. However, she soon regains enough composure
to make another failed attempt to engage Jane in conversation. The
company departs, and Harriet bursts in with news that she has run
into Mr. Martin and his sister in town. She relates that after some
awkwardness, the pair greeted her with kindness, leaving Harriet
flustered. Emma is impressed by the Martins’ behavior and briefly
second-guesses her judgment of them, but she concludes that their
station in life is still too low for Harriet. She is only able to
distract Harriet from the episode by sharing the news of Mr. Elton’s
impending marriage. Analysis: Chapters 19–21 Miss Bates’s repetitious speeches, and the mileage she
can get from a single letter or piece of news from someone outside
of Highbury, strongly reinforce our sense of the claustrophobia
of village life. Though the character of Miss Bates is considered
a comic masterpiece, there is also a pathetic and even alarming
quality to the narrowness of her experience. In contrast to more
sophisticated and calculating characters such as Emma and Mr. Knightley,
who conceal or reveal what they are thinking depending upon the
appropriateness of the situation and the effect they wish to produce,
Miss Bates narrates everything that passes through her head, all
of it more or less harmless. 	With a more developed sense of Miss Bates’s character,
Austen provides some distinctly different views of women’s experience
in Highbury. She makes an implicit statement about intelligence
and its potential for creating hardship when she contrasts Emma
and Miss Bates. For instance, Miss Bates speaks in absurdly long,
digressive sentences, interrupting herself frequently and often
forgetting her point. In one example, she says: "
Chapters 49–51 ,"Summary: Chapter 49  
 	Emma goes for a walk in the garden. To her surprise,
Mr. Knightley joins her. He has just returned from London. She worries
that Knightley will confess his feelings for Harriet, and she offers
her news about Frank and Jane’s secret engagement. Knightley already knows
about it and offers his consolation, but Emma assures him she has
never had feelings for Frank. She explains and expresses regret
for her behavior, and Knightley is strangely silent. Finally, he admits
he may have underrated Frank and expresses envy at his circumstances.
Worried that Knightley is about to discuss Harriet, Emma quickly
silences him. He is mortified, and seeing his pain Emma invites
him to speak after all, saying she will be glad to hear him as a
friend. He says he does not wish her friendship and declares his
love. She is surprised, thrilled, and by the time they reach the house
they are engaged to marry. Knightley is surprised as well—he was
convinced that Emma was in love with Frank; he departed for London
to cool his feelings for her, and he has returned thinking she would
need comfort. He has moved from resigned despair to perfect happiness
in half an hour. Summary: Chapter 50  Emma can barely conceal her feelings as she and Mr. Knightley
join her father for tea. That night, Emma lies awake worrying about Harriet
and her father. She decides she will write a letter to Harriet explaining
what has happened and arrange for Harriet to visit Isabella in London
to give both of them some time to adjust to the new situation. She
decides that she and Knightley must postpone their wedding until
after her father dies. 	Mrs. Weston forwards Emma a letter from Frank in which
he explains that all of his actions, including his attentions to
Emma, were guided by a need to maintain the secrecy of his engagement
to Jane. He apologizes for his behavior, but explains that he could
tell Emma was not attached to him, and says that he was under the impression
that Emma already knew about him and Jane. He adores Jane and is
miserable that he has made her suffer. The couple quarreled the
morning of the Donwell Abbey party because Jane was upset about
his behavior toward Emma, thinking it an inappropriate way to maintain
their secret. Frank was upset about Jane’s caution, which he interpreted
as coldness. Frank then left for Richmond, and Jane wrote to him
to break off the engagement. He received the letter from Jane the
morning his aunt died, and in the flurry of subsequent correspondence
failed to send his conciliating response to her. She sent his letters
back to him, indicating that he could return her letters at her
governess post. This was the first news Frank had heard of her new
position, and he threw himself at his uncle’s mercy, receiving approval
for the match. He then sped to Highbury to find Jane very ill. They
reconciled, and Frank admits that he is happier than he deserves
to be. Summary: Chapter 51  Emma, in her own happiness, cannot help but forgive Frank.
When Knightley comes to her, she shares the letter with him. He
reads the letter, telling Emma his impressions as he goes along,
and he is less softened than she but willing to admit that Frank
has some good qualities. He and Emma discuss her father, and he
agrees that Emma cannot leave Hartfield and that Mr. Woodhouse cannot
be expected to move to Donwell Abbey. He suggests that he move to
Hartfield, and Emma is moved by his sacrifice. She promises to think
it over, and soon likes the plan—her only sadness is that this engagement and
relocation will estrange her and Harriet further. Analysis: Chapters 49–51 Nearly every sentence that passes between Emma and Knightley
in Chapter  	The emotional release of Chapter  "
Chapters 52–55 ,"Summary: Chapter 52  Harriet agrees to Emma’s plan to send her to London on
the pretense that she needs to see a dentist, which satisfies Emma
since she does not want to hurt Harriet with news of Emma and Mr.
Knightley’s engagement. Emma decides not to tell her father of her
engagement until Mrs. Weston, who is pregnant, has given birth to
her baby. Meanwhile, she pays a visit to Jane. They are unable to
speak openly because Mrs. Elton is there, and Jane’s engagement
is still supposed to be a secret. However, Emma interprets some
of Mrs. Elton’s remarks and expressions as ostentatious indications
that Mrs. Elton is in on the secret of Jane and Frank’s engagement. 	Mr. Elton turns up, annoyed that Mr. Knightley has missed
a meeting with him. Emma decides he must be waiting for her at Hartfield
and leaves. When Jane walks her out, they are reconciled, each feeling
that she owes the other an apology, both full of goodwill. Summary: Chapter 53  Mrs. Weston safely delivers a baby girl, much to Emma’s
delight. Mr. Knightley reminisces about how headstrong Emma was
when she was a child. She expresses gratitude that he so often corrected her
mistakes, and he asserts that she would have done just as well without
him. Emma is grieved that she cannot speak more openly with him
about Harriet. Mr. John Knightley congratulates Mr. Knightley and
Emma on their engagement, and shocks the couple by saying that he
is not surprised by their news. 	Emma works up the courage to give her father the news.
Mr. Woodhouse is shocked, but he gradually begins to resign himself
to it. Mrs. Weston helps persuade him that his happiness will be increased
rather than diminished. She is surprised and overwhelmingly pleased
by the match. Mr. Weston shares the news with Jane and Miss Bates,
and soon Emma and Knightley’s engagement is the talk of Highbury.
Only the Eltons are displeased that Emma has made such a good match. Summary: Chapter 54  Mr. Knightley has news for Emma: Harriet is to marry Robert
Martin. Knightley had sent Mr. Martin to London with a package for
his brother while Harriet was there, and Mr. Martin began to spend time
with the family. Knightley worries that Emma is upset, but in fact
she is thrilled, amazed, and amused at Harriet’s rapid recovery. Emma
is thankful that she has not done Harriet greater injury, and she
is glad that soon she will no longer need to conceal Harriet’s emotional
state from Knightley. 	Emma and Mr. Knightley go to visit Randalls and find
Frank and Jane there. At first, Emma’s meeting with Frank is awkward,
but soon they are back on easy terms, joking about all that has
passed. Frank’s ability to speak lightly of all he and Jane have
suffered is not entirely approved by his fiancée, and Emma feels
Knightley’s superiority to Frank. "
chapter,text
Chapters 1–4,"Summary: Chapters 1–2 
 The news that a wealthy young gentleman named Charles
Bingley has rented the manor known as Netherfield Park causes a
great stir in the neighboring village of Longbourn, especially in
the Bennet household. The Bennets have five unmarried daughters,
and Mrs. Bennet, a foolish and fussy gossip, is the sort who agrees
with the novel’s opening words: “It is a truth universally acknowledged,
that a single man in possession of a good fortune, must be in want
of a wife.” She sees Bingley’s arrival as an opportunity for one
of the girls to obtain a wealthy spouse, and she therefore insists
that her husband call on the new arrival immediately. Mr. Bennet
torments his family by pretending to have no interest in doing so,
but he eventually meets with Mr. Bingley without their knowing.
When he reveals to Mrs. Bennet and his daughters that he has made
their new neighbor’s acquaintance, they are overjoyed and excited. Summary: Chapters 3–4 
 Eager to learn more, Mrs. Bennet and the girls question
Mr. Bennet incessantly. A few days later, Mr. Bingley returns the
visit, though he does not meet Mr. Bennet’s daughters. The Bennets
invite him to dinner shortly afterward, but he is called away to
London. Soon, however, he returns to Netherfield Park with his two
sisters, his brother-in-law, and a friend named Darcy. Mr. Bingley and his guests go to a ball in the nearby
town of Meryton. The Bennet sisters attend the ball with their mother.
The eldest daughter, Jane, dances twice with Bingley. Within Elizabeth’s hearing,
Bingley exclaims to Darcy that Jane is “the most beautiful creature”
he has ever beheld. Bingley suggests that Darcy dance with Elizabeth,
but Darcy refuses, saying, “she is tolerable, but not handsome enough
to tempt me.” He proceeds to declare that he has no interest in
women who are “slighted by other men.” Elizabeth takes an immediate
and understandable disliking to Darcy. Because of Darcy’s comments
and refusal to dance with anyone not rich and well bred, the neighborhood
takes a similar dislike; it declares Bingley, on the other hand,
to be quite “amiable.” At the end of the evening, the Bennet women return to
their house, where Mrs. Bennet regales her husband with stories
from the evening until he insists that she be silent. Upstairs,
Jane relates to Elizabeth her surprise that Bingley danced with
her twice, and Elizabeth replies that Jane is unaware of her own
beauty. Both girls agree that Bingley’s sisters are not well-mannered,
but whereas Jane insists that they are charming in close conversation,
Elizabeth continues to harbor a dislike for them. The narrator then provides the reader with Bingley’s background:
he inherited a hundred thousand pounds from his father, but for
now, in spite of his sisters’ complaints, he lives as a tenant. His
friendship with Darcy is “steady,” despite the contrast in their characters,
illustrated in their respective reactions to the Meryton ball. Bingley,
cheerful and sociable, has an excellent time and is taken with Jane;
Darcy, more clever but less tactful, finds the people dull and even
criticizes Jane for smiling too often (Bingley’s sisters, on the
other hand, find Jane to be “a sweet girl,” and Bingley therefore
feels secure in his good opinion of her). Analysis: Chapters 1–4 The opening sentence of  "
Chapters 43–45,"Summary: Chapter 43 
 As Elizabeth tours the beautiful estate of Pemberley with
the Gardiners, she imagines what it would be like to be mistress
there, as Darcy’s wife. The housekeeper, Mrs. Reynolds, shows them
portraits of Darcy and Wickham and relates that Darcy, in his youth, was
“the sweetest, most generous-hearted boy in the world.” She adds
that he is the kindest of masters: “I have never had a cross word from
him in my life.” Elizabeth is surprised to hear such an agreeable
description of a man she considers unbearably arrogant. While Elizabeth and the Gardiners continue to explore
the grounds, Darcy himself suddenly appears. He joins them in their walk,
proving remarkably polite. Elizabeth is immediately embarrassed
at having come to Pemberley after the events of recent months, and
she assures Darcy that she came only because she thought that he
was away. Darcy tells her that he has just arrived to prepare his
home for a group of guests that includes the Bingleys and his own
sister, Georgiana. He asks Elizabeth if she would like to meet Georgiana,
and Elizabeth replies that she would. After Darcy leaves them, the
Gardiners comment on his good looks and good manners, so strikingly
divergent from the account of Darcy’s character that Elizabeth has
given them. Summary: Chapters 44–45 The next day, Darcy and Georgiana, who is pretty but very
shy, visit Elizabeth at her inn. Bingley joins them, and after a
brief visit, they invite Elizabeth and the Gardiners, who perceive
that Darcy is in love with their niece, to dine at Pemberley. The
following morning, Elizabeth and Mrs. Gardiner visit Pemberley to
call on Miss Darcy. Bingley’s sisters are both present; when Darcy
enters the room, Miss Bingley makes a spiteful comment to Elizabeth,
noting that the departure of the militia from Meryton “must be a
great loss to your family.” Elizabeth dodges the subject of Wickham.
This deflection proves fortunate given the presence of Georgiana,
as references to the man with whom she almost eloped would embarrass
her. After the guests depart, Miss Bingley attempts to criticize
Elizabeth to Darcy, and makes a light remark about how he once thought Elizabeth
“rather pretty.” Darcy replies that he now considers Elizabeth “one
of the handsomest women of my acquaintance.” Analysis: Chapters 43–45 Elizabeth’s visit to Pemberley constitutes a critical
step in her progress toward marrying Darcy. The house itself is
representative, even a symbol, of its owner—the narrator describes
it as a “large, handsome, stone building, standing well on rising
ground . . . in front, a stream of some natural importance was swelled
into greater, but without any artificial appearance. Its banks were
neither formal, nor falsely adorned.” Darcy is similarly large and
handsome, elevated socially just as his house is elevated physically.
The description of the way the stream’s “natural importance was
swelled into greater” reminds the reader of Darcy’s pride; that
the stream is “neither formal, nor falsely adorned,” however, reminds
the reader of Darcy’s honesty and lack of pretense. Most importantly,
the property delights Elizabeth, foreshadowing her eventual realization
that the master of Pemberley similarly delights her. Mrs. Reynolds’s glowing descriptions of Darcy continue
the process of breaking down Elizabeth’s initial prejudice against
him. As Mrs. Reynolds reveals a hidden side of Darcy, Elizabeth
realizes how hastily she has judged him. This ability to admit the
error of her ways demonstrates Elizabeth’s emotional maturity; unlike
Miss Bingley, who resorts to denigrating Elizabeth when she realizes
that Darcy favors her, Elizabeth does not allow arrogance to prevent
her from confronting her own shortcomings. "
Chapters 13–17,"Summary: Chapters 13–15 The morning after his daughters return from Netherfield,
Mr. Bennet informs his wife of an imminent visit from a Mr. William
Collins, who will inherit Mr. Bennet’s property. Mr. Collins, the
reader learns from a letter he sends to the Bennets, is a clergyman
whom the wealthy noblewoman Lady Catherine de Bourgh has recently selected
to serve her parish. His letter, as Mr. Bennet puts it, contains “a
mixture of servility and self-importance,” and his personality is similar.
He arrives at Longbourn and apologizes for being entitled to the
Bennets’ property but spends much of his time admiring and complimenting
the house that will one day be his. At dinner, Mr. Collins lavishes praise on Lady Catherine
de Bourgh and her daughter, a lovely invalid who will one day inherit the
de Bourgh fortune. After the meal, he is asked to read to the girls, but
he refuses to read a novel and reads from a book of sermons instead.
Lydia becomes so bored that she interrupts his reading with more
gossip about the soldiers. Mr. Collins is offended and abandons
the reading, choosing to play backgammon with Mr. Bennet. Mr. Collins is in search of a wife and when Mrs. Bennet
hints that Jane may soon be engaged, he fixes his attention on Elizabeth.
The day after his arrival, he accompanies the sisters to the town
of Meryton, where they encounter one of Lydia’s officer friends,
Mr. Denny. Denny introduces his friend, Mr. Wickham, who has just
joined the militia, and the young women find Wickham charming. While
they converse, Darcy and Bingley happen by, and Elizabeth notices
that Wickham and Darcy are extremely cold to each other. Darcy and Bingley depart, and the company pays a visit
to Mrs. Phillips, Mrs. Bennet’s sister, who invites the Bennets
and Mr. Collins to dine at her house the following night. The girls
convince her to invite Wickham as well. They return home and Mr.
Collins spends the evening telling Mrs. Bennet how greatly her sister’s
good breeding impresses him. Summary: Chapters 16–17 At the Phillips’s dinner party, Wickham proves the center
of attention and Mr. Collins fades into the background. Eventually,
Wickham and Elizabeth find themselves in conversation, and she hears his
story: he had planned on entering the ministry, rather than the militia,
but was unable to do so because he lacked money. Darcy’s father,
Wickham says, had intended to provide for him, but Darcy used a
loophole in the will to keep the money for himself. Elizabeth, who instinctively likes and trusts Wickham,
accepts his story immediately. Later in the evening, while she is
watching Mr. Collins, Wickham tells her that Darcy is Lady Catherine
de Bourgh’s nephew. He describes Lady Catherine as “dictatorial
and insolent.” Elizabeth leaves the party thinking of nothing “but
Mr. Wickham, and what he had told her, all the way home.” She decides that
Darcy deserves nothing but contempt. "
Chapters 35–42,"Summary: Chapters 35–36 The following day, Elizabeth takes a walk and runs into
Darcy, who gives her a letter. He walks away, and Elizabeth begins
to read it. In the letter, Darcy again admits to attempting to break
Bingley’s romance with Jane, but he defends himself by arguing that
Jane’s attachment to his friend was not yet strong enough to lead
to heartbreak. He adds that he did not wish Bingley to involve himself
with the social encumbrance of marrying into the Bennet family,
with its lack of both wealth and propriety. In relation to Wickham,
the letter states that Darcy did provide for him after his father’s
death and that the root of their quarrel lay in an attempt by Wickham
to elope with Darcy’s sister, Georgiana, in the hopes of obtaining
her fortune. Elizabeth is stunned by this revelation, and while she
dismisses some of what Darcy says about Jane and Bingley, his account
of Wickham’s doings causes her to reappraise the officer and decide that
she was probably wrong to trust him. Her feelings toward Darcy suddenly
enter into flux. Summary: Chapters 37–39 Darcy and Colonel Fitzwilliam leave Rosings. A week later,
Elizabeth departs the parsonage, despite Lady Catherine’s insistence
that she stay another two weeks. Before Elizabeth leaves, Mr. Collins informs
her that he and Charlotte seem to be made for one another (which
is clearly not true). He wishes Elizabeth the same happiness in
marriage that he himself enjoys. After a short stay at the Gardiners’s London house, Elizabeth, joined
by Jane, returns home. The two are met by Catherine and Lydia, who
talk of nothing but the soldiers as they ride home in their father’s
coach. The regiment is to be sent to Brighton for the summer, and
the two girls are hoping to convince their parents to summer there
also. In the course of the conversation, Lydia mentions, with some
satisfaction, that Wickham is no longer interested in Miss King,
who has gone to Liverpool to stay with her uncle. Mr. and Mrs. Bennet welcome their daughters home, and
the Lucases come for dinner. Lydia prattles about the exciting coach ride
and insists that the girls go to Meryton to see the officers. Not wanting
to see Wickham, Elizabeth refuses. Summary: Chapters 40–42 Elizabeth tells Jane the truth about Wickham. They debate
whether to expose him publicly, ultimately deciding against it.
Meanwhile, Mrs. Bennet continues to bemoan the loss of Mr. Bingley
as a husband for Jane and voices her displeasure at the happy marriage
of Charlotte and Mr. Collins. Lydia is invited to spend the summer
in Brighton by the wife of a Colonel Forster. Mr. Bennet allows
her to go, assuming that the colonel will keep her out of trouble. "
Chapters 5–8,"Summary: Chapters 5–6 The Bennets’ neighbors are Sir William Lucas, his wife,
and their children. The eldest of these children, Charlotte, is
Elizabeth’s closest friend. The morning after the ball, the women
of the two families discuss the evening. They decide that while
Bingley danced with Charlotte first, he considered Jane to be the
prettiest of the local girls. The discussion then turns to Mr. Darcy,
and Elizabeth states that she will never dance with him; everyone
agrees that Darcy, despite his family and fortune, is too proud
to be likable. Bingley’s sisters exchange visits with the Bennets and
attempt to befriend Elizabeth and Jane. Meanwhile, Bingley continues
to pay attention to Jane, and Elizabeth decides that her sister
is “in a way to be very much in love” with him but is concealing
it very well. She discusses this with Charlotte Lucas, who comments
that if Jane conceals it too well, Bingley may lose interest. Elizabeth
says it is better for a young woman to be patient until she is sure
of her feelings; Charlotte disagrees, saying that it is best not
to know too much about the faults of one’s future husband. Darcy finds himself attracted to Elizabeth. He begins
listening to her conversations at parties, much to her surprise.
At one party at the Lucas house, Sir William attempts to persuade
Elizabeth and Darcy to dance together, but Elizabeth refuses. Shortly
afterward, Darcy tells Bingley’s unmarried sister that “Miss Elizabeth
Bennet” is now the object of his admiration. Summary: Chapters 7–8 The reader learns that Mr. Bennet’s property is entailed,
meaning that it must pass to a man after Mr. Bennet’s death and
cannot be inherited by any of his daughters. His two youngest children,
Catherine (nicknamed Kitty) and Lydia, entertain themselves by beginning
a series of visits to their mother’s sister, Mrs. Phillips, in the town
of Meryton, and gossiping about the militia stationed there. One night, while the Bennets are discussing the soldiers
over dinner, a note arrives inviting Jane to Netherfield Park for
a day. Mrs. Bennet conspires to send Jane by horse
rather than coach, knowing that it will rain and that Jane will
consequently have to spend the night at Mr. Bingley’s house. Unfortunately,
their plan works out too well: Jane is soaked, falls ill, and is
forced to remain at Netherfield as an invalid. Elizabeth goes to
visit her, hiking over on foot. When she arrives with soaked and
dirty stockings she causes quite a stir and is certain that the
Bingleys hold her in contempt for her soiled clothes. Jane insists
that her sister spend the night, and the Bingleys consent. That night, while Elizabeth visits Jane, the Bingley sisters
poke fun at the Bennets. Darcy and Mr. Bingley defend them, though Darcy
concedes, first, that he would not want his sister ever to go out
on such a walking expedition and, second, that the Bennets’ lack
of wealth and family make them poor marriage prospects. When Elizabeth
returns to the room, the discussion turns to Darcy’s library at
his ancestral home of Pemberley and then to Darcy’s opinions on
what constitutes an “accomplished woman.” After he and Bingley list
the attributes that such a woman would possess, Elizabeth declares
that she “never saw such capacity, and taste, and application, and
elegance, as you describe, united,” implying that Darcy is far too
demanding. "
